"","PUBID","year","wage","age","numChildren","educ","school","experience","tenure","tenure2","fullTime","multipleLocations","unionized","marstat","region","urban","industry","autonomy","competitiveness","hazardous","regularity","teamwork"
"15393",7633,2009,1350,25,1,"3.Some college",FALSE,385,3.211538462,10.31397929,TRUE,1,0,"No romantic union",3,1,"Educational and Social Services",4.13008503,3.0101,1.5915,1.04135,4.291314566
"15394",7633,2010,1330,26,2,"3.Some college",FALSE,441,4.288461538,18.39090237,TRUE,1,1,"No romantic union",3,0,"Educational and Social Services",4.13008503,3.0101,1.5915,1.04135,4.291314566
"15395",7633,2011,1000,27,2,"3.Some college",TRUE,486,5.153846154,26.56213018,FALSE,1,0,"No romantic union",3,0,"Educational and Social Services",4.13008503,3.0101,1.5915,1.04135,4.291314566
"15399",7636,2000,700,18,0,"1.Less than HS",TRUE,88,0.461538462,0.213017751,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15405",7646,2000,1000,17,0,"1.Less than HS",TRUE,32,0.615384615,0.378698225,FALSE,1,0,"No romantic union",3,1,"Other Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15406",7646,2001,1000,18,0,"1.Less than HS",TRUE,76,1.461538462,2.136094675,FALSE,1,0,"No romantic union",3,1,"Other Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15408",7646,2003,1200,20,0,"2.High school",TRUE,185,3.557692308,12.65717456,FALSE,1,0,"No romantic union",3,1,"Other Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15409",7646,2004,750,20,0,"2.High school",FALSE,229,4.403846154,19.39386095,FALSE,1,0,"No romantic union",3,1,"Other Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15412",7646,2007,990,24,2,"2.High school",FALSE,312,0.442307692,0.195636095,TRUE,1,0,"No romantic union",3,1,"Educational and Social Services",4.208400482,2.5575,1.089038219,1.08908,4.24282
"15415",7646,2010,875,27,2,"2.High school",TRUE,371,0.269230769,0.072485207,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"15416",7646,2011,900,27,2,"2.High school",TRUE,394,0.346153846,0.119822485,TRUE,1,0,"No romantic union",3,1,"Health Care",3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"15417",7646,2013,1255,30,2,"2.High school",FALSE,488,0.538461538,0.289940828,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.100555782,2.8634,1,1.04555,4.376518826
"15419",7647,2000,575,18,0,"2.High school",FALSE,55,1.057692308,1.118713018,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15420",7647,2001,650,19,0,"2.High school",FALSE,97,1.865384615,3.479659763,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15421",7647,2002,800,20,0,"2.High school",FALSE,149,2.865384615,8.210428994,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15425",7647,2006,860,24,0,"2.High school",FALSE,337,0.673076923,0.453032544,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"15426",7647,2007,940,25,0,"2.High school",FALSE,393,1.75,3.0625,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",3.998839963,2.86860657,1.1512,1.1628,4.3439
"15427",7647,2008,1010,26,0,"2.High school",FALSE,439,2.634615385,6.941198225,TRUE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15429",7647,2010,1090,28,1,"2.High school",FALSE,546,4.692307692,22.01775148,TRUE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15431",7647,2013,1250,31,1,"2.High school",FALSE,708,7.807692308,60.96005917,TRUE,1,0,"No romantic union",3,1,"Transportation and Warehousing",3.768504606,2.6378,1.435,1.2414,4.3406
"15432",7650,1999,515,17,0,"1.Less than HS",TRUE,45,0.865384615,0.748890533,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.140506337,2.437256274,1.0192,1.1285,4.416641664
"15435",7650,2002,625,20,0,"2.High school",TRUE,155,0.423076923,0.178994083,FALSE,1,0,"No romantic union",3,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15440",7650,2007,2592,24,0,"4.College",FALSE,321,1.807692308,3.267751479,TRUE,1,1,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15441",7650,2008,2334,25,0,"4.College",FALSE,375,2.846153846,8.100591716,TRUE,1,1,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15442",7650,2009,2600,26,0,"4.College",TRUE,423,3.769230769,14.20710059,TRUE,1,1,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15443",7650,2010,2158,28,0,"4.College",FALSE,492,5.096153846,25.97078402,TRUE,1,1,"No romantic union",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15444",7650,2011,2700,28,0,"4.College",FALSE,530,5.826923077,33.95303254,TRUE,1,1,"Married",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15445",7650,2013,2720,31,1,"4.College",FALSE,645,8.038461538,64.61686391,TRUE,1,1,"Married",3,1,"Educational and Social Services",4.201187777,2.608920297,1.2763,1.0123,4.355778526
"15448",7654,2002,800,20,0,"2.High school",FALSE,164,0.384615385,0.147928994,FALSE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.013030244,3.231223122,1.0179982,1.1739,4.4473
"15449",7654,2003,650,21,0,"2.High school",FALSE,208,0.288461538,0.083210059,FALSE,1,0,"Cohabiting",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15450",7654,2004,680,22,0,"2.High school",TRUE,259,0.480769231,0.231139053,FALSE,1,0,"Cohabiting",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15452",7654,2006,1200,24,2,"2.High school",FALSE,331,1.211538462,1.467825444,TRUE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.76449847,2.47401185,1.198479962,1.010675,4.1679
"15453",7654,2007,1200,25,2,"2.High school",TRUE,361,1.788461538,3.198594675,TRUE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",4.173710508,2.1113,1,1.0987,3.821782178
"15454",7654,2008,1200,26,2,"2.High school",FALSE,381,0.384615385,0.147928994,TRUE,0,0,"Married",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.134914269,2.3961,1,1.0287,4.6971
"15455",7654,2011,875,29,0,"3.Some college",TRUE,420,0.615384615,0.378698225,TRUE,0,0,"Married",3,1,"Transportation and Warehousing",4.173710508,2.1113,1,1.0987,3.821782178
"15457",7655,2001,540,17,0,"1.Less than HS",TRUE,18,0.346153846,0.119822485,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15461",7655,2008,679,24,1,"2.High school",FALSE,282,0.326923077,0.106878698,TRUE,0,0,"No romantic union",3,1,"Health Care",3.759903452,2.411842648,2.112720773,1.07135,4.461575
"15463",7655,2010,1276,26,1,"2.High school",FALSE,390,1.076923077,1.159763314,TRUE,0,1,"No romantic union",3,1,"Educational and Social Services",4.282066667,2.6573,1.0114,1.0028,3.6908
"15465",7666,1999,515,17,0,"1.Less than HS",TRUE,29,0.557692308,0.31102071,FALSE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15466",7666,2000,515,18,0,"1.Less than HS",TRUE,92,0.307692308,0.094674556,FALSE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"15467",7666,2001,665,19,0,"2.High school",FALSE,128,0.634615385,0.402736686,FALSE,0,0,"No romantic union",3,1,"Educational and Social Services",4.078890236,2.273736313,1.11105,1.2386,4.19740987
"15468",7666,2002,770,20,0,"2.High school",TRUE,173,0.326923077,0.106878698,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15469",7666,2003,782,21,1,"2.High school",FALSE,218,1.192307692,1.421597633,TRUE,1,0,"Married",3,0,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15470",7666,2004,795,22,1,"2.High school",TRUE,274,2.269230769,5.149408284,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15471",7666,2005,770,23,2,"2.High school",FALSE,297,2.711538462,7.352440828,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15472",7666,2006,1000,24,2,"2.High school",FALSE,353,3.788461538,14.35244083,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15473",7666,2007,1051,24,2,"2.High school",FALSE,399,4.673076923,21.83764793,TRUE,1,0,"Married",3,1,"Educational and Social Services",3.992697498,2.606047879,1.28264,1.24412,4.469930601
"15474",7666,2008,1125,25,2,"2.High school",FALSE,452,5.692307692,32.40236686,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"15475",7666,2009,1047,26,2,"2.High school",FALSE,503,6.673076923,44.52995562,TRUE,1,0,"Married",3,1,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"15476",7666,2010,1075,28,2,"2.High school",TRUE,551,7.596153846,57.70155325,TRUE,1,0,"No romantic union",3,0,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"15477",7666,2011,1050,28,2,"2.High school",TRUE,588,8.307692308,69.01775148,FALSE,1,0,"No romantic union",3,0,"Educational and Social Services",4.201316667,1.86895,1,1.0315,4.593220339
"15478",7666,2013,900,30,2,"3.Some college",FALSE,694,0.519230769,0.269600592,TRUE,0,0,"No romantic union",3,0,"Health Care",3.62101816,2.253883074,1.26575105,1.060135338,4.307689744
"15482",7671,2003,700,19,2,"1.Less than HS",TRUE,69,0.461538462,0.213017751,FALSE,0,1,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15483",7671,2006,700,23,4,"2.High school",FALSE,103,0.653846154,0.427514793,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15485",7671,2008,1000,24,6,"2.High school",FALSE,183,1.25,1.5625,TRUE,1,0,"No romantic union",3,1,"Information and Communications",4.053888344,2.5113,1.984,1.2669,3.642864286
"15487",7681,1998,535,18,0,"1.Less than HS",FALSE,41,0.346153846,0.119822485,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15491",7681,2003,650,23,0,"1.Less than HS",FALSE,144,0.519230769,0.269600592,FALSE,1,0,"Married",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15495",7681,2007,700,27,0,"2.High school",FALSE,274,1.019230769,1.038831361,TRUE,1,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.439111226,2.4221,1.196180382,1.6881,3.8427
"15496",7681,2008,700,28,0,"2.High school",FALSE,325,2,4,FALSE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.439111226,2.4221,1.196180382,1.6881,3.8427
"15497",7681,2009,725,29,0,"2.High school",FALSE,357,2.615384615,6.840236686,TRUE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.439111226,2.4221,1.196180382,1.6881,3.8427
"15501",7683,1998,525,18,1,"1.Less than HS",TRUE,57,0.346153846,0.119822485,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15503",7683,2001,800,21,2,"2.High school",FALSE,118,1.115384615,1.24408284,FALSE,1,0,"Married",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",4.02090425,2.8274,1.3291,1.1187,4.245575442
"15504",7683,2010,2144,30,3,"3.Some college",TRUE,132,0.269230769,0.072485207,TRUE,1,0,"Married",3,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"15505",7683,2011,2222,30,3,"3.Some college",FALSE,174,1.076923077,1.159763314,TRUE,1,0,"Married",3,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"15506",7683,2013,2261,33,3,"3.Some college",FALSE,287,3.25,10.5625,TRUE,1,0,"Married",3,1,"Health Care",4.473369209,3.0966875,2.034486638,1.1993125,4.558818015
"15507",7686,2002,632,19,0,"2.High school",TRUE,28,0.365384615,0.133505917,FALSE,1,1,"No romantic union",3,1,"Information and Communications",3.861122514,1.843915608,1.588858886,1.0058,3.907309269
"15519",7687,2003,620,19,0,"2.High school",TRUE,38,0.634615385,0.402736686,FALSE,1,0,"No romantic union",3,1,"Other Services",4.178222684,2.84795,1.290614531,1.56155,3.7425
"15520",7687,2004,600,20,0,"2.High school",TRUE,88,1.25,1.5625,TRUE,0,0,"No romantic union",3,1,"Educational and Social Services",3.986958007,2.694592365,1.064551614,1.2597,4.014525363
"15521",7687,2005,750,21,0,"2.High school",FALSE,145,0.576923077,0.332840237,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15522",7687,2006,14583,22,0,"4.College",TRUE,201,0.615384615,0.378698225,TRUE,1,0,"Cohabiting",3,1,"Educational and Social Services",4.263977941,2.723933333,1.119433333,1.053766667,4.583686123
"15523",7687,2007,750,23,0,"4.College",TRUE,230,2.211538462,4.890902367,FALSE,1,0,"Married",3,1,"Retail Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15524",7687,2013,1731,29,2,"4.College",FALSE,348,0.557692308,0.31102071,TRUE,1,0,"Married",3,1,"Health Care",4.263977941,2.723933333,1.119433333,1.053766667,4.583686123
"15527",7688,2001,580,19,0,"1.Less than HS",TRUE,81,1.442307692,2.080251479,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"15528",7688,2002,670,20,0,"2.High school",TRUE,130,2.384615385,5.686390533,TRUE,1,1,"No romantic union",3,1,"Retail Trade",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"15529",7688,2003,775,21,0,"2.High school",TRUE,181,3.365384615,11.32581361,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.900511626,2.452345235,2.317368263,1.6045,4.567256726
"15530",7688,2004,800,22,1,"2.High school",TRUE,234,4.384615385,19.22485207,TRUE,1,0,"No romantic union",3,1,"Wholesale Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15531",7688,2005,863,23,1,"2.High school",FALSE,295,5.557692308,30.88794379,TRUE,1,0,"No romantic union",3,1,"Wholesale Trade",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15532",7688,2007,800,25,2,"2.High school",FALSE,413,1.519230769,2.30806213,TRUE,1,0,"No romantic union",3,0,"Public Administration and Armed Forces",2.9368,2.7455,1.1644,1.0014,4.323932393
"15534",7688,2009,800,27,2,"2.High school",FALSE,491,3.019230769,9.115754438,TRUE,1,0,"No romantic union",3,1,"Public Administration and Armed Forces",2.9368,2.7455,1.1644,1.0014,4.323932393
"15539",7697,2000,636,18,0,"2.High school",TRUE,64,1.115384615,1.24408284,FALSE,1,0,"No romantic union",3,1,"Retail Trade",4.0115,3.585,1.2574,1.1962,4.292729273
"15540",7697,2002,980,20,0,"3.Some college",TRUE,185,0.692307692,0.479289941,FALSE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"15541",7697,2003,980,21,0,"3.Some college",TRUE,221,1.384615385,1.917159763,FALSE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"15542",7697,2004,1005,22,0,"4.College",FALSE,267,2.269230769,5.149408284,FALSE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"15543",7697,2005,1135,23,0,"4.College",FALSE,324,3.365384615,11.32581361,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"15544",7697,2009,1582,27,0,"4.College",FALSE,523,7.192307692,51.72928994,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",3.87536284,2.9528,1,1.0598,4.223822382
"15545",7697,2010,3365,28,0,"4.College",FALSE,580,0.307692308,0.094674556,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.134734777,2.9412,1.157084292,1.0324,4.5255
"15546",7697,2011,3413,29,0,"4.College",TRUE,626,1.192307692,1.421597633,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.134734777,2.9412,1.157084292,1.0324,4.5255
"15547",7697,2013,1600,31,0,"4.College",TRUE,741,3.403846154,11.58616864,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.134734777,2.9412,1.157084292,1.0324,4.5255
"15551",7698,2003,700,23,0,"2.High school",FALSE,157,1.269230769,1.610946746,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.3375,2.5157,1.9312,1.1518,4.0165
"15552",7698,2004,700,24,1,"2.High school",FALSE,196,2.019230769,4.077292899,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.3375,2.5157,1.9312,1.1518,4.0165
"15554",7698,2006,650,26,1,"2.High school",FALSE,209,0.25,0.0625,FALSE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.983,2.745174517,3.168816882,1.2546,3.927692769
"15555",7698,2007,810,27,1,"2.High school",FALSE,252,0.826923077,0.683801775,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"15556",7698,2008,840,28,1,"2.High school",FALSE,303,1.807692308,3.267751479,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"15557",7698,2009,860,29,1,"2.High school",FALSE,358,2.865384615,8.210428994,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"15559",7698,2011,907,31,1,"2.High school",FALSE,475,5.115384615,26.16715976,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"15560",7698,2013,967,33,1,"2.High school",FALSE,571,6.961538462,48.46301775,FALSE,1,0,"No romantic union",3,1,"Retail Trade",3.607358199,2.529413235,1.788719718,1.225075,4.174620634
"15570",7730,2002,540,20,0,"1.Less than HS",FALSE,24,0.403846154,0.163091716,TRUE,1,0,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
"15571",7730,2003,815,21,0,"1.Less than HS",FALSE,47,0.423076923,0.178994083,TRUE,0,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"15572",7730,2004,530,22,0,"1.Less than HS",FALSE,72,0.269230769,0.072485207,FALSE,1,1,"No romantic union",3,1,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.61957127,2.606160616,1.2344,1.3274,4.477847785
"15574",7730,2006,775,24,0,"1.Less than HS",FALSE,140,0.865384615,0.748890533,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15575",7730,2007,950,25,0,"1.Less than HS",FALSE,188,1.788461538,3.198594675,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15576",7730,2008,975,26,0,"1.Less than HS",FALSE,233,2.653846154,7.042899408,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15577",7730,2009,1015,27,0,"1.Less than HS",FALSE,289,3.730769231,13.91863905,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15578",7730,2010,1075,28,0,"1.Less than HS",TRUE,342,4.75,22.5625,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15579",7730,2011,1085,29,0,"1.Less than HS",TRUE,387,5.615384615,31.53254438,TRUE,1,0,"Cohabiting",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15580",7730,2013,1189,31,0,"1.Less than HS",FALSE,508,7.942307692,63.08025148,TRUE,1,0,"No romantic union",3,1,"Retail Trade",3.225815026,3.310931093,1.6601,1.443455654,4.01639836
"15585",7732,2003,730,20,0,"2.High school",FALSE,75,0.865384615,0.748890533,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Nondurable Goods",2.960432387,3.4842,1.4986,1.3405,3.4211
"15587",7732,2005,900,21,0,"2.High school",FALSE,172,1.596153846,2.547707101,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"15588",7732,2006,950,23,0,"2.High school",FALSE,230,2.711538462,7.352440828,TRUE,1,1,"Married",3,0,"Manufacturing - Durable Goods",3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"15589",7732,2007,1100,23,0,"2.High school",FALSE,247,3.038461538,9.232248521,TRUE,0,0,"Married",3,0,"Manufacturing - Durable Goods",3.362618637,2.388607426,2.570980967,1.208733333,4.031333333
"15590",7732,2013,3200,29,1,"2.High school",FALSE,287,0.769230769,0.591715976,TRUE,0,1,"No romantic union",3,0,"Utilities",3.275490169,3.0497,2.608133333,1.190106337,3.688368837
"15593",7738,2002,515,21,1,"2.High school",FALSE,39,0.288461538,0.083210059,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.393666667,3.658034197,1.0978,1.0686,3.746674667
"15595",7738,2005,1000,24,1,"2.High school",FALSE,171,1.461538462,2.136094675,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.84440223,2.766723328,1.1035,1.1333,3.5668
"15596",7738,2006,1050,25,1,"2.High school",TRUE,215,2.307692308,5.325443787,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.84440223,2.766723328,1.1035,1.1333,3.5668
"15597",7738,2007,1200,26,1,"2.High school",TRUE,266,3.288461538,10.81397929,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.84440223,2.766723328,1.1035,1.1333,3.5668
"15598",7738,2008,1405,27,1,"2.High school",TRUE,312,4.173076923,17.41457101,TRUE,1,0,"No romantic union",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.84440223,2.766723328,1.1035,1.1333,3.5668
"15599",7738,2009,1376,28,1,"2.High school",TRUE,363,5.153846154,26.56213018,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.205062824,3.1154,1.3848,1.24,4.0385
"15600",7738,2010,1519,29,1,"4.College",FALSE,418,6.211538462,38.58321006,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.205062824,3.1154,1.3848,1.24,4.0385
"15601",7738,2011,1592,30,1,"4.College",FALSE,468,7.173076923,51.45303254,TRUE,1,0,"No romantic union",3,1,"Finance, Insurance, Real Estate, and Rental and Leasing",4.205062824,3.1154,1.3848,1.24,4.0385
"15602",7738,2013,1708,32,1,"4.College",FALSE,579,9.307692308,86.63313609,TRUE,0,0,"No romantic union",3,1,"Other",4.255908654,4.16525,1.24195,1.22675,4.31295
"15604",7740,2000,680,18,1,"2.High school",FALSE,51,0.519230769,0.269600592,TRUE,0,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.425619073,2.7748,2.0129,1.204,3.667533247
"15605",7740,2001,830,19,2,"2.High school",FALSE,102,1.5,2.25,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.425619073,2.7748,2.0129,1.204,3.667533247
"15606",7740,2002,865,20,2,"2.High school",FALSE,151,2.442307692,5.964866864,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.425619073,2.7748,2.0129,1.204,3.667533247
"15607",7740,2003,846,21,2,"2.High school",FALSE,184,0.596153846,0.355399408,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.425619073,2.7748,2.0129,1.204,3.667533247
"15610",7740,2006,1000,24,2,"2.High school",FALSE,330,2.25,5.0625,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.869074909,2.3064,2.6853,1.257274273,3.120712071
"15611",7740,2007,1075,25,2,"2.High school",FALSE,356,2.75,7.5625,TRUE,1,0,"No romantic union",3,0,"Manufacturing - Durable Goods",3.869074909,2.3064,2.6853,1.257274273,3.120712071
"15612",7740,2010,1010,28,3,"2.High school",FALSE,381,0.480769231,0.231139053,TRUE,0,1,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.3375,2.5157,1.9312,1.1518,4.0165
"15614",7740,2013,1145,32,3,"2.High school",FALSE,552,2.634615385,6.941198225,TRUE,1,0,"No romantic union",3,0,"Other",3.931172173,2.828816667,2.213060653,1.121466667,4.63505
"15616",7741,2001,680,19,1,"2.High school",FALSE,19,0.269230769,0.072485207,TRUE,1,0,"No romantic union",3,1,"Manufacturing - Durable Goods",3.202866667,2.202520252,2.2469,1.1645,3.810181018
"15622",7741,2009,1744,26,2,"2.High school",FALSE,225,0.846153846,0.715976331,TRUE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.78795,4.02325,1.211639418,1.27315,4.365168258
"15623",7741,2010,2083,27,2,"2.High school",FALSE,279,1.884615385,3.551775148,FALSE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.78795,4.02325,1.211639418,1.27315,4.365168258
"15624",7741,2011,2326,28,2,"2.High school",FALSE,324,2.75,7.5625,FALSE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.78795,4.02325,1.211639418,1.27315,4.365168258
"15625",7741,2013,2500,31,2,"2.High school",TRUE,444,5.057692308,25.58025148,TRUE,0,0,"Married",3,1,"Professional, Scientific, Management, Administrative, and Waste Management Services",3.78795,4.02325,1.211639418,1.27315,4.365168258
"15627",7756,1999,530,17,0,"1.Less than HS",TRUE,67,1.288461538,1.660133136,FALSE,1,0,"No romantic union",3,0,"Arts, Entertainment, Recreation, Accommodations, and Food Services",3.4102896,2.56035,1.097459746,1.2124,4.162158108
